,title,lyrics
0,Boss,"[Intro]
Diablo murder
Ooh, yeah
Lil Pump!
Yeah

[Chorus]
Yeah, I came in with the sauce, ooh
Yeah, I came in with the sauce, yeah
Bitch, I flex, Rick Ross, yeah
Bitch, I flex, Rick Ross, yeah
Yeah, I came in with the sauce, ooh
Yeah, I came in with the sauce, ooh
Bitch, I flex, Rick Ross, yeah
Bitch, I flex, Rick Ross, yeah

[Post-Chorus]
Walk in the trap like a boss (ooh)
Walk in the trap like a boss (brr)
Walk in the trap like a boss (ooh)
Walk in the trap like a boss (trap)
Yeah, I came in with the sauce, (ooh)
Yeah, I came in with a sauce, ooh
Bitch, I flex, Rick Ross, ooh
Bitch, I flex, Rick Ross, ooh

[Verse]
Walk in the trap, Ric Flair, ooh
Fuck a nigga bitch, don't care, damn
Throwing up racks in the air, damn
Told a bitch ""Lil Pump, yeah"", ooh
Damn, I just broke my wrist
Hundred on my wrist, can't tell me shit
Pop four Xans then I fuck a nigga's bitch
Never went to school cause I was always flippin' bricks, ayy
Yeah, I came up with the sauce, damn
Yeah, I sold crack in the halls, damn
Lil Pump is on top, damn
Gave my mom 2 Glocks, damn
Everybody do wanna be me
Lookin' at my neck and it's Fiji, ooh, damn
Everybody do wanna be me
Lookin' at my neck and it's Fiji, ooh

[Chorus]
Yeah, I came in with the sauce, ooh
Yeah, I came in with the sauce, yeah
Bitch, I flex, Rick Ross, yeah
Bitch, I flex, Rick Ross, yeah
Yeah, I came in with the sauce, ooh
Yeah, I came in with the sauce, ooh
Bitch, I flex, Rick Ross, yeah
Bitch, I flex, Rick Ross, yeah"
0,Broke My Wrist,"[Intro: Lil Pump]
(Ahem)
Damn, why you flex like this? (Lil Pump)
Lil Pump, trapper of the century (ooh, ayy)
(Ronny J produced it)

[Chorus: Lil Pump]
Damn, why you flex like this? (ooh)
Damn, why you flex like this? (ayy)
Johnny Dang on my wrist (Johnny)
Johnny Dang on my wrist (ayy)
Lil Pump got them bricks (brr)
Lil Pump got them bricks (bricks)
I just broke my wrist (ooh)
I just broke my wrist (ooh)
I just broke my wrist, ooh
I just broke my wrist, ooh
I just broke my wrist, ooh (Lil Pump)
I just broke my wrist, ooh
Lil Pump got them bricks, ooh
Damn, why you flex like this? Ooh
Johnny Dang on my wrist, ooh (Lil Pump, Lil Pump)
Johnny Dang on my wrist

[Verse 1: Lil Pump & SmokePurpp]
Ooh, Lil Pump fucks your sister, damn
Found that bitch on Twitter, damn
Wrist on wrist on wrist on wrist on... (ooh)
Never take a bitch to a dinner (never)
Lil Pump in the White House (wooh)
Made White House turn to a trap house (wooh)
Real trap nigga, I'm from down south (trap)
Niggas mad at me 'cause they ain't got clout (clout)
Fuck school, nigga, I rather sell pounds (ooh)
If we got beef, we can meet right now
If we got beef, we can meet right now (yeah)
If we got beef, we can meet right now (yeah, ayy)

[Verse 2: SmokePurpp]
20 thousand on my pinky ring
Diamonds never stain, lookin' like cocaine (I don't even care)
I'ma stack this money higher, higher (yeah)
Get flyer, flyer, get higher, higher (yeah, okay)
I'ma run this check higher, higher (yeah, yeah)
Get flyer, flyer, get higher, higher (yeah, okay)
20 thousand on my pinky ring (yeah, oh, what?)
30 thousand on a fuckin' chain (yeah, okay)
Ooh, I just broke my back
Ooh, Lil Pump still sell crack (okay)
Diamonds dancin' like they Lil Kim
With no VIP, posted in the back (uh)
Niggas sayin' Lil Purpp a goofy, Lil Purpp a goofy
He ain't hittin' licks (hey, shut that shit up)
But I still fuck your bitch (whack)
Then I'ma hit the lick (yuh)
I just been playin' with niggas that don't even charge
I bought a prescription (yah-hah)
Diamonds dancin', gold teeth glistenin' (yuh)
Niggas gettin' shot like addiction (yuh)
Fuck nigga talkin' down on me (what?)
I got real shooters, down, homie (okay)
Put 50 bands on a head
Get a nigga whacked like my name Kony (alright)
Ooh, I just broke my wrist (yuh)
Ooh, I just broke my wrist
Ooh, I just broke my wrist (yuh)
Ooh, scrape the pot, we rich (ooh)
Ooh, I just broke my wrist (oh, what?)
Ooh, I just broke my wrist (yuh)
Ooh, made her bend her back (ooh)
Ooh, then she broke her rib (oh, what?)"
0,Butterfly Doors,"[Intro]
CB on the beat, ho
Butterfly doors (Brr)
Jetski, Jetski
Yeah

[Chorus]
Butterfly doors (Ooh)
Space coupe look like a UFO (Whoa)
Smokin' on dope (Damn)
They call me Yao **** 'cause my eyes real low (Low)
Pourin' up fours (Whoa)
Baby mama whip a pot on the stove (Whip it)
Ain't no joke (No)
You the type of nigga go cry to a ho (Ho)
Butterfly doors (Doors)
Space coupe look like a UFO (Whoa)
Smokin' on dope (Damn)
They call me Yao **** 'cause my eyes real low (Low)
Pourin' up fours (Whoa)
Baby mama whip a pot on the stove (Mama)
Ain't no joke (Brr)
You the type of nigga go cry to a ho (Ho)

[Verse]
If I go broke, I'ma kick doors (Kick doors)
I'ma go back to sellin' nicks at the Citgo (Citgo)
I can't go (No)
Hop on a flight if I ain't got my pole (Pole)
Smellin' like gas through the border patrol (Patrol)
I ran outta drank so I canceled my show, whoa
I piss on these racks on the floor (Brr), oh
I got a Glock in my trenchcoat (Uh-huh)
Canceled the show, lost a 100K (100K)
Made that shit back in like half a day (Half a day)
Just got outta jail, got another case (Whoa)
Jack a nigga car and his license plate (Goddamn)
Two Lamborghinis with the butterfly doors (Butterfly)
I feel like the old Gucci, bitch, I'm burnt and I'm froze (I'm burnt, yeah)

[Chorus]
Butterfly doors (Ooh)
Space coupe look like a UFO (Whoa)
Smokin' on dope (Damn)
They call me Yao **** 'cause my eyes real low (Low)
Pourin' up fours (Whoa)
Baby mama whip a pot on the stove (Whip it)
Ain't no joke (No)
You the type of nigga go cry to a ho (Ho)
Butterfly doors (Doors)
Space coupe look like a UFO (Whoa)
Smokin' on dope (Damn)
They call me Yao **** 'cause my eyes real low (Low)
Pourin' up fours (Whoa)
Baby mama whip a pot on the stove (Mama)
Ain't no joke (Brr)
You the type of nigga go cry to a ho (Ho)"
0,BUT THEN I POPPED XAN,"[Chorus]
I was gonna go to school but then I popped Xans
(I was gonna go to school but then I popped Xans)
I was gonna go to class but then I popped Xans
(I was gonna go to class but then I popped Xans)
I was gonna go to school but then I popped Xans
(I was gonna go to school but then I popped Xans)
I was gonna go to class but then I popped Xans
(I was gonna go to class but then I popped Xans)
I was gonna go to school but then I popped Xans
(I was gonna go to school but then I popped Xans)
I was gonna go to class but then I popped Xans
(I was gonna go to class but then I popped Xans)
I was gonna go to school but then I popped Xans
(I was gonna go to school but then I popped Xans)
I was gonna go to class but then I popped Xans
(I was gonna go to class but then I popped Xans)
I was gonna go to school but then I popped Xans
(I was gonna go to school but then I popped Xans)
I was gonna go to class but then I popped Xans"
0,Coupe,"[Intro: Lil Pump & FendiFurCoat]
Grraah!
I done just hopped out my coupe
Grraah, grraah, grraah
I done just hopped out my coupe
Grraah, grraah, grraah, skrrt (skrrt)
I done just hopped out my coupe (skrrt)
I done just hopped out my coupe
I done just hopped out my coupe
I done just hopped out my coupe
Call them
Ayy, ayy, ayy (brr)
Brr, gang
Esskeetit!
Filthy Rich Beats

[Chorus: Lil Pump]
Ayy, I done just hopped out my coupe
Ayy, I done just hopped out my coupe
Ayy, I done just hopped out my coupe
Ayy, I done just hopped out my coupe
Ayy, I done just hopped out my coupe
Ayy, I done just end up on news
Ayy, I done just end up on news
Ayy, I done just end up on news
Ayy, I done just hopped out my coupe
Ayy, I done just hit me a lick
Ayy, I done just flip me a brick
Ayy, I done just got me a Glock
Ayy, I just done bought me some hit

[Verse 1: Lil Pump & FendiFurCoat]
Got a .40 where the holler tips (pew)
Got a .30 where my letter is (brr)
I don't give a fuck, I'm with this shit (boom)
I pull up on your block and hit with stick (boom, boom, boom)
Lil Pump, yeah he sellin' rock (Filthy Rich Beats)
Posted on the block, with my fuckin' ma
Hit you with the Glock, yeah I'm bustin' shots
Yeah I'm servin' white, yeah I'm servin' frost (grraah)
Posted on the block; run up on me wrong, and you gettin' dropped
Got a .40 with me (wow) and I got the Glock
Run up on me wrong, boy you gettin' Paul (braow)
Esskeetit!

[Verse 2: FendiFurCoat]
Bitch, I been flexin' since the seventh fuckin' grade
Let a nigga run up on me, get his momma at a grape
Flexing so hard got me, got Supreme up on my chest
Bitch, flexing so hard, making all these thots wet
Niggas ask me why I rap, bitch cause I can
Talkin' all this shit for what, nigga? You was just a fan
Took your thot, finesse for top, pussy weak
Got that bitch on my dick for a goddamn week, yeah, yeah, yeah (brrah, brrah, brrah!)
Bust on in her mouth, kicked that fuckin' thot out (bye!)
Copped the pints, get them for the high, yeah
All this dope got in my eyes
Like a Chinaman's wife when he says he's outta rice
In the kitchen whippin' up a pint...

Hit my trap, ain't endorse
Drugged a bitch, for her corpse
Sippin' lean, smokin' thrice...

[Outro: FendiFurCoat]
Yeah, esskeetit man"
0,Crazy,"[Intro]
Yeah, Lil Pump
Ooh, Bighead on the beat
Ooh, ooh
Yeah, ooh, yeah, ooh
Yeah, ooh, yeah, ooh
Yeah, ooh, esskeetit

[Chorus]
That bitch she swallow my baby, ooh
Bought me a brand new Mercedes, ooh
I do this shit on a daily, yeah
I do this shit on a daily, ayy
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh (damn)
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh
Jump in this bitch, jump in this bitch
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, yeah
Jump in this bitch and go crazy, yeah
Jump in this bitch and go crazy, yeah

[Verse]
Jump in this bitch and go stupid, yeah
I'm so rich, look like Rick Rubin, huh
Fuck a bitch, I leave her coolin', yuh
Six in the mornin', I boot her
I pop hella Molly, I drive Maserati
Then shut down your party, I air out the shawty
We drink hella water, we run through your daughter
Shotgun supporter, I'm takin' yo' motor
I bust out my Rollie, I bust out my wrist
And I'm walkin' to class and I'm takin' yo' bitch
And you can't tell me nothin', young nigga been rich
If he say somethin' stupid, I'm sendin' them hits
Jump in this bitch and go crazy, ayy
Jump in this bitch and go crazy, ooh
Your diamonds is so fugazi, ooh
Your diamonds is so fugazi, ayy

[Chorus]
That bitch she swallow my baby, ooh
Bought me a brand new Mercedes, ooh
I do this shit on a daily, yeah
I do this shit on a daily, ayy
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh (damn)
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh
Jump in this bitch, jump in this bitch
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, yeah
Jump in this bitch and go crazy, yeah
Jump in this bitch and go crazy, yeah

[Outro]
Jump in this bitch, jump in this bitch
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh
Jump in this bitch and go crazy, ooh"
0,Designer,"[Intro: News Anchors & Lil Pump]
You can see Lil Pump wandering the halls of a school carrying huge bags of pot
Turns out that school was a local Catholic elementary school
A teacher gets slapped with a bag of marijuana in this video
Yeah, Lil Pump, ooh, yeah, yeah, huh, brr
And the rapper’s name is Lil Pump
Yuh, Lil Pump
Yeah, huh?
(Brr)
Yeah, yuh
Yeah, yeah
Ayy
Yeah, yeah, yeah
Zaytoven

[Chorus]
I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Spanish bitches' butt naked and they twerkin' on the stove
Too much racks in my pocket that my wallet can't fold
I got fast cars, bad bitches and designer clothes (yeah, yeah, yeah)
I got fast cars, bad bitches and designer clothes (brr)
Couple thousand on my wrist and my neck is on froze (yeah, uh)
Too much racks in my pocket that my wallet can't fold (yeah, yeah, yeah)

[Verse]
Drive the 'Rari off the lot, fuck my wrist up with the pot (ooh)
Bitch, this shit will never stop (brr), presidential on the clock
Couple hoes up on a yacht, I can not fuck with the opps (huh?)
Bitch, I made it to the top, go to class, I'm on the drop, ayy
Went to the gun store and I bought a rocket (ooh)
One million dollars, cash hangin' out my pocket (damn)
All these diamonds drippin' on me, feelin' like a water faucet
Broke niggas hatin' on me, man, this shit need to stop it
Lil Pump the freshest nigga comin' out my city
Hit AOD's and I'm blowin' straight fifties (brr)
In the kitchen whippin' Whitney, sippin' lean, I lost my kidney
Ain’t nobody fuckin' with me off the Xan', I squeeze a titty, ayy
Dropped out of school, hopped in a private jet (brr)
Bitch, I'm on the lean, I can't pop no Percocet (no)
I got more money than your father, you can't be upset
I'm worth a couple millions, bitch, you know I love to flex

[Chorus]
I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Spanish bitches' butt naked and they twerkin' on the stove
Too much racks in my pocket that my wallet can't fold
I got fast cars, bad bitches and designer clothes
I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Too much racks in my pocket that my wallet can't fold"
0,Designer (Remix),"[Intro: Blac Youngsta & Lil Pump]
Look at your lil' bitch ass
Haha (Zay T, hold on)
I, I could see, I could see the motherfuckin' hate through your motherfuckin' eyes, boy (yeah, Lil Pump)
Don't wanna look at your ass when I talk to you (huh, yeah)
I know you a hater (yeah, huh, brr)
I could see your whole motherfuckin' future (yeah, Lil Pump)
I'ma, let me, I'm finna tell you what you gonna be (yeah, huh, brr, yeah)
Shit (yeah, yeah)
You ain't got shit (yeah)
You ain't gon' never have shit, you ain't gon' be shit
God told me you gon' be shit

[Chorus: Lil Pump]
Ayy, I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Spanish bitches butt naked and they twerkin' on the stove
Too much racks in my pocket that my wallet can't fold
I got fast cars, bad bitches and designer clothes
I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Too much racks in my pocket that my wallet can't fold

[Verse 1: Lil Pump]
Drive the 'Rari off the lot, fuck my wrist up with the pot
Bitch, this shit will never stop (brr), presidential on the clock
Couple hoes up on a yacht, I can not fuck with the opps
Bitch, I made it to the top, go to class, I'm on the drop, ayy
Went to the gun store and I bought a rocket (ooh)
One million dollars, cash hangin' out my pocket (damn)
All these diamonds drippin' on me, feelin' like a water faucet
Broke niggas hatin' on me, man, this shit need to stop it
Lil Pump the freshest nigga comin' out my city
Hit AOD's and I'm blowin' straight fifties (brr)
In the kitchen whippin' Whitney, sippin' lean, I lost my kidney
Ain't nobody fuckin' with me off the Xan, I squeeze a titty, ayy
Dropped out of school, hopped in a private jet (brr)
Bitch, I'm on the lean, I can't pop no Percocet (no)
I got more money than your father, you can't be upset
I'm worth a couple millions, bitch, you know I love to flex

[Chorus: Lil Pump]
I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Spanish bitches butt naked and they twerkin' on the stove
Too much racks in my pocket that my wallet can't fold
I got fast cars, bad bitches and designer clothes
I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Too much racks in my pocket that my wallet can't fold

[Verse 2: Blac Youngsta]
All that fuckin' talkin', you gon' make me hop out (hop out)
If you not talkin' money, you gon' make me walk out (walk out)
I talk real guns, I don't bring no prop out (props)
You can't go to war with me and try to cop out (cop)
I run over all my bitches and they still love me (gang)
I break bread with all my niggas, they'll kill for me (grr)
Grandma told me pull my britches up, I'm still thuggin' (grr)
I been crossed, had to cut off some of my real cousins (gang)
All this money I spent on a jet, coulda bought you and you and you (you)
All this money I spent on my neck, coulda sent you and you to school (school)
I got a house bigger than Elvis, got some foreign cars too (too)
Rest in peace Mr. Hugh Hef', I fuck porn stars too (too)
Ouu

[Bridge: Blac Youngsta]
Gang gang gang, ouu, yeah
Ayy, ayy, ayy, Zaytoven, huh
Run that, run that motherfuckin' hook back, ha
Me, me, me, me and Pump just cooked that, ooh, yeah

[Chorus: Lil Pump]
Ayy, I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Spanish bitches butt naked and they twerkin' on the stove
Too much racks in my pocket that my wallet can't fold
I got fast cars, bad bitches and designer clothes
I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Too much racks in my pocket that my wallet can't fold

[Verse 3: Rich The Kid]
Hey!
Break the brick, I shipped it, wrapped it in Saran (break it down)
Ouu, all my niggas trappin' (trap), we ain't have a plan (Rich!)
Ayy, plug walk on that pussy 'cause your bitch a fan
(plug walk, lil' bitch)
Ouu, you ain't got no money, go and get some bands
(go get some bands)
Ayy, racin' Little Pump, I just pulled out the Lamb (skrrt, skrrt)
Huh, I got the blue chips (blue chips)
Zay told me don't take out no rude crip (huh)
I'm droppin' her off, she a groupie (groupie)
Don't worry, my shooters they shootin' (grra)
I got fast cars (cars)
Foreign broad, superstar (foreign)
This a push start (push)
She wake up, eat the dick up, a Pop-Tart (like a Pop-Tart)
Ouu, I gotta flex on 'em
Young nigga walk around with a check on 'em (check)
'Rari, not the Jag (Jag)
Pinky ring a bag (what)
I got fast cars (cars)
Speed racer, it's a NASCAR (a NASCAR)
Ayy, Bentley off the lot, I do the dash, boy (I do the dash, boy)
Ouu, boy your mixtape, throw that in the trash, boy
(in the trash, boy)
I just fucked your bitch because she asked for it (Rich!)

[Chorus: Lil Pump]
Ayy, I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Spanish bitches butt naked and they twerkin' on the stove
Too much racks in my pocket that my wallet can't fold
I got fast cars, bad bitches and designer clothes
I got fast cars, bad bitches and designer clothes
Couple thousand on my wrist and my neck is on froze
Too much racks in my pocket that my wallet can't fold"
0,DR. PHIL,"Intro:
Ooh! Esskeetit!

[Hook: Lil Pump]
Dr. Phil, Dr Phil (Lil Pump!)
Dr. Phil, Dr. Phil (Yeah)
This is good, i like looking at Dr. Phil, ya know (ooh!)
Dr. Phil, Dr. Phil, Dr. Phil
Dr. Phil, Dr Phil (Lil Pump!)
Dr. Phil, Dr. Phil (Yeah)
This is good, i like looking at Dr. Phil, ya know (ooh!)
Dr. Phil, Dr. Phil, Dr. Phil

{Verse: RichBoi11]
Getting chill while i eat a pill
'Cause you know that everytime [?]
'Cause you know that i do running in the treadmill (yeah!)
Aaah
Aaah (ooh, yeah, whoo!)
Aaah
Ooh!
Who? I don't know, i'm gonna get her!
Ooh!
Aaah!

[Hook: Lil Pump]
Dr. Phil, Dr Phil (Lil Pump!)
Dr. Phil, Dr. Phil (Yeah)
This is good, i like looking at Dr. Phil, ya know (ooh!)
Dr. Phil, Dr. Phil, Dr. Phil
Dr. Phil, Dr Phil (Lil Pump!)
Dr. Phil, Dr. Phil (Yeah)
This is good, i like looking at Dr. Phil, ya know (ooh!)
Dr. Phil, Dr. Phil, Dr. Phil

[Verse: Lil Pump}
Take Dr. Phil's balls to the mall
This is good, i like Dr. Phil
I even made him suck my ball

[Talking: ?]
Ok, i need to get mean with someone because everytime i ask someone, they say i'm a gay disgusting gassy gap burger pornstar. Dude i'm right here. You can start now, stay focused, and finish strong. That's if you want it. You can have it only if you want it
Before i get mean on you- {?] [Moaning sounds]

[Verse: Ski Mask The Slump God]
I murder Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean

[Moaning sounds]

[Pre-Chorus: Lil Pump]
Dr. Phil's Balls

[Muffled moaning sounds]

[Verse: Ski Mask The Slump God]
I murder Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
{?}

[Verse 2: Lil Pump]
Hey, i wanna take you to the water, i wanna suck your water nipple, Dr. Phil

[Moaning sounds]

[Verse and Hook: Ski Mask The Slump God and Lil Pump]
I murder Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
Mr. Clean
(Dr. Phil, Dr Phil (Lil Pump!)
Dr. Phil, Dr. Phil (Yeah)
This is good, i like looking at Dr. Phil, ya know (ooh!)
Dr. Phil, Dr. Phil, Dr. Phil
Dr. Phil, Dr Phil (Lil Pump!)
Dr. Phil, Dr. Phil (Yeah)
This is good, i like looking at Dr. Phil, ya know (ooh!)
Dr. Phil, Dr. Phil, Dr. Phil)

[Hook: Lil Pump}
-at Dr. Phil, ya know (ooh!)
Dr. Phil, Dr. Phil, Dr. Phil
Dr. Phil, Dr Phil (Lil Pump!)
Dr. Phil, Dr. Phil (Yeah)
This is good, i like looking at Dr. Phil, ya know (ooh!)
Dr. Phil, Dr. Phil, Dr. Phil

[Ending: ?]
Daddy!"
0,Drop Out,"[Intro]
D-D-Diablo
Harverd Dropout, bitch
Ooh, yeah

[Chorus]
Ooh
Dropped out, then I got rich (Yeah)
Dropped out, then I put a Patek on my wrist, ooh (Brrr)
Dropped out for my teacher 'cause she ain't shit (Huh)
Dropped out, spent a half a million on my whip (Yeah, ooh)
Dropped out, and I ain't never had a job (Wow)
Dropped out, knew I was gonna be a star (Yeah)
Dropped out, used to go to Harvard off a bar (Damn)
Dropped out, now I'm richer than your mom (Huh)
Dropped out, then I got rich (Ooh ooh)
Dropped out, then I got rich (Yeah)
Dropped out, then I got rich (Brrr, ooh)
Dropped out, then I got rich (Yeah)
Dropped out, then I put a Patek on my wrist (Huh)
Dropped out for my teacher 'cause she ain't shit (Yeah)
Dropped out, spent a half a million on my whip (Wow)
Dropped out, spent a half a million on my whip (Brrr)

[Verse]
Dropped out as a tenth grader (Yeah)
Why chase a bitch when I got paper? (Why)
Hit it from the back, 'til I broke the table (Brrr)
Still free agent, I just left the label (Yeah)
CEO, do what I say so
If not, I'ma cut his payroll (Huh)
Lunch lady give me dirty Faygo
Still riding dirty even if my case closed
Used to hotbox the bathroom at school (Brrr)
Go high every day, number one rule (Yeah)
Used to walk, now I got a drop top (Huh)
Stop talking to me, I don't fuck with you (Nope)
Bought a bust down 'fore I learned how to write (Wow)
I ain't learn shit, but I'm flooded with ice (Ice)
Teacher mad at me, 'cause she knew I was right (Yeah)
I been poppin' pills, sippin' drank all night

[Chorus]
Ooh
Dropped out, then I got rich (Yeah)
Dropped out, then I put a Patek on my wrist (Brrr)
Dropped out for my teacher 'cause she ain't shit (Huh)
Dropped out, spent a half a million on my whip (Yeah, ooh)
Dropped out, and I ain't never had a job (Wow)
Dropped out, knew I was gonna be a star (Yeah)
Dropped out, used to go to Harvard off a bar (Damn)
Dropped out, now I'm richer than your mom (Huh)
Dropped out, then I got rich (Ooh ooh)
Dropped out, then I got rich (Yeah)
Dropped out, then I got rich (Brrr, ooh)
Dropped out, then I got rich (Yeah)
Dropped out, then I put a Patek on my wrist (Huh)
Dropped out for my teacher 'cause she ain't shit (Yeah)
Dropped out, spent a half a million on my whip (Wow)
Dropped out, spent a half a million on my whip (Brrr)

[Outro]
By the way kids, stay in school"
0,D Rose,"[Intro]
Lil Pump, D. Rose, ooh
Hundred on my wrist (Lil Pump)
80 on my wrist (Ooh, D. Rose)
Ayy, ayy (D. Rose)
Ayy, ayy
Ayy

[Chorus]
Hundred on my wrist, 80 on my wrist (what?)
Hundred on my wrist, 80 on my wrist (brr)
Hundred on my wrist, 80 on my wrist (ooh)
Hundred on my wrist, 80 on my wrist
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
80 on my wrist, hundred on my wrist (Ooh, what?)
80 on my wrist, hundred on my wrist (Brr, ooh)
80 on my wrist, hundred on my wrist (What, ayy)
80 on my wrist, hundred on my wrist (Ooh)
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose

[Verse]
Hundred on my wrist, bitch, I'm feelin' like D. Rose
Pop four Xans, now I'm feelin' like a hero (Superman)
Lean got me like Rio (Rio)
And my auntie on P.O. (P.O.)
Hundred on my wrist, 80 on a brick
Lil Pump never spend his money on a bitch (Never)
Never trust a nigga, 'cause he actin' like a bitch (Ooh)
Take a nigga bitch to the Motel 6 (Brr)
I just broke my wrist, 'cause I'm whippin' in the kitchen (Yoop)
Pass a brick to my mom, and I told her whip it (Whip)
Four bands in the kitchen (Ayy)
Nine bands in the kitchen (Ayy)
I just fucked your bitch (What?)
I just broke my wrist (Okay)
I just fucked your bitch (Ooh)
I just fucked your bitch (Okay)
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose


[Chorus]
80 on my wrist, hundred on my wrist (Ooh, what?)
80 on my wrist, hundred on my wrist (Brr, ooh)
80 on my wrist, hundred on my wrist (What, ayy)
80 on my wrist, hundred on my wrist (Ooh)
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose
D. Rose, D. Rose, D. Rose, D. Rose (And my auntie on P.O.)"
0,Drug Addicts,"[Intro]
Mmm, ayy, what's up?
(Me and Dee Money want millions)
Everybody in my gang is drug addicts
Chyeah, ooh, ooh (Brrt)
Chyeah, chyeah
(Baby) Ooh

[Chorus]
Whole gang full of drug addicts (Ooh, chyeah)
Take a lot of shit, forgot what happened (Forgot what happened)
I ain't gon' lie, I got a habit (Ooh, I got a habit)
Swear to God, you can't be on my status, ho (I swear to God)
Start the day off with a pint (Yeah, brrt-brrt)
I'ma show you how to live life (Chyeah, ooh)
Take a lot of drugs, don't think twice (Wow)
I do this every day and all night (Ooh, ooh)

[Post-Chorus]
Whole gang full of drug addicts (Chyeah, brrt)
Whole gang full of drug addicts (Chyeah, ooh, ooh, chyeah)
Whole gang full of drug addicts (Brrt)
Whole gang full of drug addicts (Drug addicts)

[Verse]
I been smokin' since I was 11 (Ooh, 11)
I been poppin' pills since I was seven (Chyeah, I was seven)
Told my pastor I don't do confessions (Hell nah)
'Cause I pop a lot of molly for my breakfast (Ooh, molly)
I ain't never listen to nobody (Nope)
In the courthouse off of ecstasy (Goddamn)
And your baby mama layin' next to me (Huh?)
After she just sucked me, I just told her ass to leave (Bitch get out, ooh)
Everybody 'round me like them Oxy's (Yeah, brrt)
I was too leaned out to drive the 'Rari (Huh?)
Made her ass wait two hours in the lobby (Thot)
I can't go outside, 'cause I see paparazzi (Chyeah, brrt)
Take another pill, now I'm feelin' better (Ooh, X)
Gucci Gang, Gucci Gang, yeah I'm a trend-setter (Gucci Gang)
Bustin' all on your bitch, wiped it off with my sweater (Ooh)
I'm a drug addict, I'm richer than my professor (Man, fuck school)

[Chorus]
Whole gang full of drug addicts (Ooh, chyeah)
Take a lot of shit, forgot what happened (Forgot what happened)
I ain't gon' lie, I got a habit (Ooh, I got a habit)
I swear to God, you can't be on my status, ho (I swear to God)
Start the day off with a pint (Yeah, brrt-brrt)
I'ma show you how to live life (Yeah, ooh)
Take a lot of drugs, don't think twice (Wow)
I do this every day and all night (Ooh, ooh)

[Post-Chorus]
Whole gang full of drug addicts (Chyeah, brrt)
Whole gang full of drug addicts (Chyeah, ooh, ooh, chyeah)
Whole gang full of drug addicts (Brrt)
Whole gang full of drug addicts (Drug addicts)

[Outro]
Ooh
Whole gang full of drug addicts (Chyeah)
Whole gang full of drug addicts (Chyeah, ooh, ooh)
Whole gang full of drug addicts (Brrt)
Whole gang full of drug addicts"
